Image type,Image index,Memorability score,Distinctiveness,Reconstruction error
Target,1,0.374705882352941,71984.3046875,0.04269379839616845
Target,2,0.372222222222222,140806.265625,0.12243111190023623
Target,3,0.749417249417249,150636.671875,0.15110896593573467
Target,4,0.310180456247872,118821.046875,0.08179036824270958
Target,5,0.354863221884498,159026.34375,0.13391347843643325
Target,6,0.69718137254902,119601.1171875,0.08465993652747875
Target,7,0.558377425044092,120648.2578125,0.08906100707150501
Target,8,0.441352739726027,92185.359375,0.0525743186313779
Target,9,0.305472138805472,85488.328125,0.04504795760284405
Target,10,0.504367980032091,133834.75,0.10903389619641475
Target,11,0.681212121212121,120435.3671875,0.09999912259107115
Target,12,0.380056724884311,72714.8125,0.03155519007571636
Target,13,0.500937766410912,103818.0625,0.06309688868564624
Target,14,0.445212959592282,99128.3125,0.06509776173655897
Target,15,0.560606060606061,97843.359375,0.07281182505185149
Target,16,0.742673992673993,68976.640625,0.027848270724161055
Target,17,0.642735042735043,112201.6640625,0.07982929642525524
Target,18,0.506521739130435,114593.8671875,0.09444967429062093
Target,19,0.639987686624596,162601.34375,0.1563857023081285
Target,20,0.380192977753953,102270.875,0.0733059641669388
Target,21,0.441666666666667,91703.125,0.058945638787590765
Target,22,0.64174053182917,118374.8125,0.08316077617151711
Target,23,0.828550222662048,67664.875,0.03300055142630676
Target,24,0.498842592592593,115446.59375,0.09088867720237963
Target,25,0.430735930735931,78515.5390625,0.040984324820141964
Target,26,0.606338297059947,119863.515625,0.08678298549214992
Target,27,0.76,87900.8515625,0.045677460957368195
Target,28,0.511321091103584,83893.8671875,0.04569456727793816
Target,29,0.416666666666667,154394.484375,0.1480432066144793
Target,30,0.63849590469099,85341.8671875,0.05455581345333211
Target,31,0.538886400955366,130381.6875,0.12460668030006111
Target,32,0.421534936998855,104641.7734375,0.07545120694903062
Target,33,0.607851918196746,129343.46875,0.12728157721733868
Target,34,0.674373379429559,83951.8125,0.039974664018893255
Target,35,0.666438668490652,67555.0859375,0.025182340496599558
Target,36,0.267450980392157,122358.6015625,0.08428190047990325
Target,37,0.462218294299602,94735.1171875,0.05228840966382169
Target,38,0.421009882225531,123106.8515625,0.09668551746553003
Target,39,0.462642465175179,96010.0625,0.056800081848116364
Target,40,0.305667337357478,102600.3671875,0.0678025680368337
Target,41,0.598863636363636,142323.921875,0.11999324782671732
Target,42,0.551936527821276,166776.203125,0.21646167816152473
Target,43,0.421732522796353,133420.15625,0.11596871232241644
Target,44,0.590932117527862,117607.359375,0.09238988793966099
Target,45,0.593910491562729,94389.2734375,0.0546537371395904
Target,46,0.304945054945055,131174.625,0.1128974820690335
Target,47,0.694901960784314,82242.140625,0.04819983661343132
Target,48,0.660734787600459,94637.6796875,0.061960800914045246
Target,49,0.48562091503268,105921.453125,0.07442480497092328
Target,50,0.531335616438356,111080.0,0.0881138294221825
Target,51,0.53299276287782,146874.359375,0.13010939062717836
Target,52,0.450914634146341,103857.8359375,0.09647325561967447
Target,53,0.455112927023039,104459.4296875,0.06882388082815305
Target,54,0.54605859257022,116954.8046875,0.09090760971088835
Target,55,0.631172839506173,134202.03125,0.13426175054227532
Target,56,0.629166666666667,115186.2109375,0.08954896392176732
Target,57,0.702205882352941,77158.8515625,0.039487861829395045
Target,58,0.53209549071618,111538.0625,0.08027403778835485
Target,59,0.529470529470529,118087.0390625,0.09437835431578598
Target,60,0.794771241830065,132459.703125,0.11466175591855929
Target,61,0.704607046070461,130345.046875,0.11491592450134612
Target,62,0.727703455964326,133098.0625,0.13520768721581777
Target,63,0.407428015022952,141370.53125,0.125102300536488
Target,64,0.404537990744887,137456.546875,0.10373840418091734
Target,65,0.677382319173364,115607.234375,0.07691074211544115
Target,66,0.450114591291062,161285.953125,0.17645012827817855
Target,67,0.423837209302326,117369.7421875,0.07578477466591187
Target,68,0.319762323943662,102900.84375,0.06371990315519384
Target,69,0.540173217854763,105536.34375,0.07686212779535548
Target,70,0.510049751243781,74455.078125,0.03292995367728716
Target,71,0.454689298043728,99939.6875,0.06149401744833348
Target,72,0.620908646800195,157561.796875,0.12126115766577546
Target,73,0.496732026143791,88465.015625,0.06836671396609852
Target,74,0.464190981432361,140196.625,0.12438010425437909
Target,75,0.426608187134503,84248.5625,0.044455776429666145
Target,76,0.780844155844156,153959.21875,0.15244959128411503
Target,77,0.258712268428553,92884.1875,0.04537285734709893
Target,78,0.492654508611955,72221.6484375,0.03623213734355286
Target,79,0.72801724137931,122089.0625,0.07756769650699528
Target,80,0.432534246575342,133021.4375,0.09953591111047567
Target,81,0.600982878883957,114457.78125,0.07722494288091801
Target,82,0.517981749865808,140670.6875,0.09291136237545083
Target,83,0.492229237493929,158082.96875,0.16432604389287542
Target,84,0.478120516499283,109858.9296875,0.08589507491221428
Target,85,0.535428488287502,76884.03125,0.03491549238510288
Target,86,0.697671156004489,97513.1953125,0.05784175494717087
Target,87,0.701568519537699,95389.8515625,0.059419822377240056
Target,88,0.704181184668989,100461.2421875,0.06901516639930638
Target,89,0.394220572640509,84807.8515625,0.037736697884375205
Target,90,0.306207616066771,117361.2578125,0.10046797304447916
Target,91,0.553470919324578,132907.28125,0.11639844170383745
Target,92,0.574246660453557,114023.3203125,0.08497765527245839
Target,93,0.63755980861244,114337.4375,0.1009307420039144
Target,94,0.493506493506493,88180.7421875,0.04292869720345387
Target,95,0.738062521470285,105030.0234375,0.06557251777490944
Target,96,0.438491295938104,135835.078125,0.12215745015842897
Target,97,0.378246753246753,139308.390625,0.1318656103476801
Target,98,0.567315352224878,83466.171875,0.04995699915657649
Target,99,0.617140396210164,103844.78125,0.072502628147751
Target,100,0.83312693498452,113428.7265625,0.09505489938902675
Target,101,0.423171330387825,139265.078125,0.15910160737261136
Target,102,0.502786377708978,105144.890625,0.05823542489739339
Target,103,0.556666666666667,121496.0,0.10410725264878715
Target,104,0.660184384903486,134017.3125,0.10617635585124792
Target,105,0.552998776009792,141727.203125,0.12453310622815007
Target,106,0.641414141414141,0.0,0.0829964639827305
Target,107,0.43368700265252,120171.8359375,0.08378179394675775
Target,108,0.273487773487773,57544.58984375,0.020480687259041418
Target,109,0.672655007949126,46885.08203125,0.015590380525371171
Target,110,0.305978260869565,133304.53125,0.12428910793061929
Target,111,0.750235404896422,136974.328125,0.13746619698727391
Target,112,0.515662078785002,91083.90625,0.04915636286138681
Target,113,0.741353383458647,53454.5234375,0.02124189896285903
Target,114,0.612750325867994,136444.828125,0.1105881198510171
Target,115,0.694117647058824,112414.65625,0.06862170088509632
Target,116,0.375331174565793,124727.7109375,0.10198543019228276
Target,117,0.591879384982833,184220.453125,0.20111561629824862
Target,118,0.57171226831421,161657.6875,0.21117594799528236
Target,119,0.47997997997998,151674.234375,0.15672400194668984
Target,120,0.689670794321957,105821.6953125,0.07279237325090097
Target,121,0.610257266956231,126449.828125,0.09047169359113036
Target,122,0.323484848484848,75406.9453125,0.04121098285479852
Target,123,0.594276094276094,134025.875,0.1205074305392549
Target,124,0.486373790022338,108665.9140625,0.07028565378710536
Target,125,0.616815086432687,120433.171875,0.0914947576102126
Target,126,0.410747957259585,119687.140625,0.10312976544025844
Target,127,0.427309236947791,106620.125,0.09595855678743885
Target,128,0.596543209876543,125075.75,0.08805461464416998
Target,129,0.45155189676271,86513.125,0.04378127110891913
Target,130,0.578762414056532,113068.1484375,0.08046170934873874
Target,131,0.556252736028017,62579.1953125,0.025362386855003784
Target,132,0.527136752136752,109487.140625,0.07054012529958216
Target,133,0.699968681490761,151039.09375,0.13845909957591215
Target,134,0.354341736694678,118906.2578125,0.09842784377526197
Target,135,0.799625468164794,100354.8359375,0.058123981023914445
Target,136,0.79111038749593,97408.765625,0.06430903510560805
