Image type,Image index,Memorability score,Distinctiveness,Reconstruction error
Target,1,0.374705882352941,67984.046875,0.04563964997658173
Target,2,0.372222222222222,133198.671875,0.12846095096037696
Target,3,0.749417249417249,146002.171875,0.14764505716145807
Target,4,0.310180456247872,119777.8515625,0.09431711948630295
Target,5,0.354863221884498,131455.140625,0.11012354200967761
Target,6,0.69718137254902,126935.1015625,0.12142185009065798
Target,7,0.558377425044092,125003.6953125,0.11179584839307662
Target,8,0.441352739726027,85970.1171875,0.06681107504207065
Target,9,0.305472138805472,78178.5078125,0.05131185508930783
Target,10,0.504367980032091,118638.4453125,0.11120797118140718
Target,11,0.681212121212121,124113.3984375,0.10927671448944179
Target,12,0.380056724884311,63625.98828125,0.036305302611821876
Target,13,0.500937766410912,101036.9765625,0.08214247584408679
Target,14,0.445212959592282,99124.40625,0.0738227484537211
Target,15,0.560606060606061,101128.0390625,0.08272289421390301
Target,16,0.742673992673993,67100.3046875,0.03692520690997207
Target,17,0.642735042735043,112401.671875,0.11609721384630123
Target,18,0.506521739130435,115899.6875,0.0973550738658399
Target,19,0.639987686624596,146598.828125,0.10968479177654025
Target,20,0.380192977753953,102714.2109375,0.08290253664670448
Target,21,0.441666666666667,93324.875,0.05569233911683999
Target,22,0.64174053182917,125278.6875,0.10776318434430891
Target,23,0.828550222662048,66929.375,0.03548773954396085
Target,24,0.498842592592593,111793.2890625,0.08272553097736977
Target,25,0.430735930735931,71314.6328125,0.04243633839587559
Target,26,0.606338297059947,128256.84375,0.10340921303917637
Target,27,0.76,85343.9609375,0.06569597970471588
Target,28,0.511321091103584,85547.234375,0.04952049976557666
Target,29,0.416666666666667,152458.34375,0.1655012558592612
Target,30,0.63849590469099,90106.0390625,0.060852323363849506
Target,31,0.538886400955366,110221.3671875,0.0874324232489095
Target,32,0.421534936998855,104653.90625,0.08875895854359875
Target,33,0.607851918196746,122708.9453125,0.09318173677149998
Target,34,0.674373379429559,92161.1171875,0.05862490812433918
Target,35,0.666438668490652,70171.0234375,0.03646361111306621
Target,36,0.267450980392157,114287.75,0.09595352875084698
Target,37,0.462218294299602,101635.9765625,0.08023553562423527
Target,38,0.421009882225531,107948.046875,0.06680998816130486
Target,39,0.462642465175179,92132.5703125,0.074648966214093
Target,40,0.305667337357478,99914.4375,0.08130778857517137
Target,41,0.598863636363636,148888.984375,0.13677081519223977
Target,42,0.551936527821276,165039.640625,0.19441615613056282
Target,43,0.421732522796353,138663.265625,0.15291605433303654
Target,44,0.590932117527862,107752.21875,0.10538817164946715
Target,45,0.593910491562729,90271.609375,0.05177141802796089
Target,46,0.304945054945055,138378.796875,0.12427401169806035
Target,47,0.694901960784314,88961.125,0.055199531532095295
Target,48,0.660734787600459,102848.71875,0.06870195071961725
Target,49,0.48562091503268,103960.921875,0.0971332149884733
Target,50,0.531335616438356,110473.8203125,0.06875074622600391
Target,51,0.53299276287782,139344.8125,0.15016316428620372
Target,52,0.450914634146341,100379.5390625,0.07027835115666771
Target,53,0.455112927023039,100706.421875,0.06387646780028121
Target,54,0.54605859257022,119601.0390625,0.09413560002629145
Target,55,0.631172839506173,112293.4375,0.10426941024953425
Target,56,0.629166666666667,116301.765625,0.09336891647210112
Target,57,0.702205882352941,76614.078125,0.051079468667010984
Target,58,0.53209549071618,97714.7890625,0.0636282438293657
Target,59,0.529470529470529,113773.9921875,0.08455100844768078
Target,60,0.794771241830065,122032.0859375,0.10103827513052252
Target,61,0.704607046070461,130820.0546875,0.1152224903341261
Target,62,0.727703455964326,132050.203125,0.092604313445388
Target,63,0.407428015022952,128633.140625,0.10337671294139716
Target,64,0.404537990744887,128120.4609375,0.15151573992177197
Target,65,0.677382319173364,109208.6875,0.08258625620133411
Target,66,0.450114591291062,129210.671875,0.10864103067194648
Target,67,0.423837209302326,105124.625,0.07979217772970562
