Image type,Image index,Memorability score,Distinctiveness,Reconstruction error
Target,1,0.374705882352941,534.0012817382812,0.07210699194178721
Target,2,0.372222222222222,1574.4725341796875,0.5128961447101661
Target,3,0.749417249417249,823.8245239257812,0.0687382724063397
Target,4,0.310180456247872,894.4552001953125,0.18733169950173795
Target,5,0.354863221884498,1058.4437255859375,0.2976194162366853
Target,6,0.69718137254902,1344.5238037109375,0.3188643630099267
Target,7,0.558377425044092,1045.7032470703125,0.14004950109219164
Target,8,0.441352739726027,819.1072387695312,0.19493769748059003
Target,9,0.305472138805472,745.2589111328125,0.09729515311432504
Target,10,0.504367980032091,1044.9581298828125,0.13935362186761063
Target,11,0.681212121212121,1337.1202392578125,0.31999561091142287
Target,12,0.380056724884311,510.22271728515625,0.07175965935849869
Target,13,0.500937766410912,1028.490966796875,0.2665781196776317
Target,14,0.445212959592282,840.7830200195312,0.14361396008190197
Target,15,0.560606060606061,1239.0333251953125,0.13903279059154
Target,16,0.742673992673993,633.8745727539062,0.1282276896503492
Target,17,0.642735042735043,1214.709228515625,0.306864154567561
Target,18,0.506521739130435,1028.787841796875,0.19154466180378382
Target,19,0.639987686624596,931.5161743164062,0.16206189010910055
Target,20,0.380192977753953,1030.1903076171875,0.21396146592074683
Target,21,0.441666666666667,890.220458984375,0.15518838463834186
Target,22,0.64174053182917,1507.6724853515625,0.446940775886732
Target,23,0.828550222662048,956.2421264648438,0.15793365031233794
Target,24,0.498842592592593,1184.25146484375,0.23593997913726578
Target,25,0.430735930735931,657.5821533203125,0.10445382951859386
Target,26,0.606338297059947,1166.391845703125,0.2695413592106302
Target,27,0.76,969.1175537109375,0.38531267115067175
Target,28,0.511321091103584,940.12158203125,0.15925289849471352
Target,29,0.416666666666667,1229.05859375,0.24987231282653516
Target,30,0.63849590469099,1068.8128662109375,0.22935247058931957
Target,31,0.538886400955366,780.6578369140625,0.10928432548162731
Target,32,0.421534936998855,794.1286010742188,0.1492950891128873
Target,33,0.607851918196746,1106.2598876953125,0.2741049112242164
Target,34,0.674373379429559,1104.3660888671875,0.2023332878672477
Target,35,0.666438668490652,950.4523315429688,0.1571335412420618
Target,36,0.267450980392157,991.24658203125,0.28831933873040827
Target,37,0.462218294299602,912.8571166992188,0.19392790179027888
Target,38,0.421009882225531,459.9458312988281,0.037920661965083084
Target,39,0.462642465175179,790.2095336914062,0.08299332533948851
Target,40,0.305667337357478,614.4678344726562,0.04873221663836596
Target,41,0.598863636363636,1332.6805419921875,0.3560636819067448
Target,42,0.551936527821276,1319.1689453125,0.27817657765080694
Target,43,0.421732522796353,1035.0721435546875,0.211668290271526
Target,44,0.590932117527862,988.169189453125,0.1928758287313702
