Image type,Image index,Memorability score,Distinctiveness,Reconstruction error
Target,1,0.374705882352941,86.0034408569336,0.03594060841486262
Target,2,0.372222222222222,213.9807586669922,0.10783206860353889
Target,3,0.749417249417249,177.3813934326172,0.072604525584442
Target,4,0.310180456247872,160.27503967285156,0.05923646670753069
Target,5,0.354863221884498,199.0437469482422,0.08604579367618206
Target,6,0.69718137254902,182.01593017578125,0.06695295823482945
Target,7,0.558377425044092,145.51504516601562,0.03849428575026799
Target,8,0.441352739726027,164.5936737060547,0.07371344273903303
Target,9,0.305472138805472,131.3390350341797,0.044966361795463886
Target,10,0.504367980032091,174.74696350097656,0.06042589621674361
Target,11,0.681212121212121,212.51174926757812,0.08038241365927272
Target,12,0.380056724884311,113.75946044921875,0.02905998663230968
Target,13,0.500937766410912,160.93898010253906,0.04514046762287715
Target,14,0.445212959592282,152.40243530273438,0.0673542209088627
Target,15,0.560606060606061,196.29286193847656,0.10467291450336096
Target,16,0.742673992673993,148.14559936523438,0.054893184597035995
Target,17,0.642735042735043,168.4852752685547,0.05972494882094668
Target,18,0.506521739130435,173.5426483154297,0.06992458629089665
Target,19,0.639987686624596,208.3150177001953,0.10209305902172658
Target,20,0.380192977753953,166.67495727539062,0.05437755966313414
Target,21,0.441666666666667,167.76373291015625,0.05720767747626958
Target,22,0.64174053182917,186.63064575195312,0.0922039081261118
Target,23,0.828550222662048,174.40956115722656,0.06880992652542246
Target,24,0.498842592592593,201.47787475585938,0.10801632618981404
Target,25,0.430735930735931,128.21522521972656,0.04197400402661761
Target,26,0.606338297059947,190.8330078125,0.0654560612633085
Target,27,0.76,190.87759399414062,0.07218455050090516
Target,28,0.511321091103584,187.95433044433594,0.06509781615710235
Target,29,0.416666666666667,192.4754638671875,0.09210894900421254
Target,30,0.63849590469099,150.81175231933594,0.05603861865466504
Target,31,0.538886400955366,145.31822204589844,0.0448203615765193
Target,32,0.421534936998855,149.19256591796875,0.04337222627642086
Target,33,0.607851918196746,157.99050903320312,0.06347482969867617
Target,34,0.674373379429559,164.6827850341797,0.06317415349897758
Target,35,0.666438668490652,167.6668243408203,0.056544103978440764
Target,36,0.267450980392157,166.0819854736328,0.05344120530557853
Target,37,0.462218294299602,161.79486083984375,0.04835282838536499
Target,38,0.421009882225531,111.11906433105469,0.025652645827050024
Target,39,0.462642465175179,151.66757202148438,0.04952750422211466
Target,40,0.305667337357478,132.3107452392578,0.039999529760598035
Target,41,0.598863636363636,173.0979461669922,0.06385574642906335
Target,42,0.551936527821276,222.67747497558594,0.1059376690080686
Target,43,0.421732522796353,151.81190490722656,0.05410072624794856
Target,44,0.590932117527862,187.6753692626953,0.0794789694973383
Target,45,0.593910491562729,171.0111846923828,0.06498947476026101
Target,46,0.304945054945055,217.27040100097656,0.11450017929666088
Target,47,0.694901960784314,178.33824157714844,0.067733267681029
Target,48,0.660734787600459,212.19708251953125,0.1030012465213531
Target,49,0.48562091503268,165.58778381347656,0.05246572250224614
Target,50,0.531335616438356,182.05458068847656,0.07534365649375957
Target,51,0.53299276287782,188.91929626464844,0.06738879518969204
Target,52,0.450914634146341,154.8805694580078,0.05303847165237777
Target,53,0.455112927023039,180.8970489501953,0.07605273177114379
Target,54,0.54605859257022,165.2529754638672,0.051197671847315745
Target,55,0.631172839506173,160.7052001953125,0.06882989278174581
Target,56,0.629166666666667,224.3782501220703,0.10424985573761489
